"","Index","STAT_422_ID_NUMBER","Full.Address","URL","Model","Street.Address","X","Style","Maintenance","Zip","City","GRAND.LARCENY.5.YR_AVG","listing_price_to_nearest_1000","Parking.Charges","Baths.Full","GRAND.LARCENY.1.YR_AVG","Total.Taxes","GRAND.LARCENY.3.YR_AVG","Fuel","high_schools","Kitchen.Type","walk_score","dogs_allowed","TOTAL.SEVEN.MAJOR.FELONY.OFFENSES.3.YR_AVG","TOTAL.SEVEN.MAJOR.FELONY.OFFENSES.1.YR_AVG","RAPE.5.YR_AVG","Common.Charges","GRAND.LARCENY.OF.MOTOR.VEHICLE.3.YR_AVG","MURDER...NON.NEGL..MANSLAUGHTER.3.YR_AVG","Bedrooms","ROBBERY.1.YR_AVG","FELONY.ASSAULT.5.YR_AVG","MURDER...NON.NEGL..MANSLAUGHTER.1.YR_AVG","Approx.Year.Built","GRAND.LARCENY.OF.MOTOR.VEHICLE.5.YR_AVG","YTD.Enrollment.2011","School","Approx..Interior.Sqft","FELONY.ASSAULT.3.YR_AVG","FELONY.ASSAULT.1.YR_AVG","Deductible..","NOV.Count","BURGLARY.5.YR_AVG","middle_schools1","GRAND.LARCENY.OF.MOTOR.VEHICLE.1.YR_AVG","Total.Rooms","Construction","Beds","BURGLARY.1.YR_AVG","YTD.Attendance.2011","MURDER...NON.NEGL..MANSLAUGHTER.5.YR_AVG","RAPE.3.YR_AVG","Baths.Half","Garage","ROBBERY.5.YR_AVG","ROBBERY.3.YR_AVG","X..Floors.In.Building","RAPE.1.YR_AVG","elem_schools","BURGLARY.3.YR_AVG","cats_allowed","TOTAL.SEVEN.MAJOR.FELONY.OFFENSES.5.YR_AVG","Sold.Price"
"3420",1432,NA,"220-55 46th Ave UNIT 4C, Bayside NY, 11361","","Lakeside Towers","220-55 46th Avenue UNIT 4C",NA,"Co-op",1361,"11361","Bayside",419,NA,62,"2",408,2329,439,"GAS","Bayside High School (Q495)","Combo",64,"N",862,797,4,328,82,0,"2",55,60,0,1961,90,31988,"26",36,63,58,41,0,219,"Q158",72,5,"Brick",2,198,"93.34%",0,3,"0","NO",64,57,"14",6,"P.S. 203 Oakland Gardens (Q203)",216,"N",859,500000
"3421",1439,NA,"43-12 214th Pl, Bayside NY, 11361","","Copper Tower","43-12 214th Pl",NA,"Condo",795,"11361","Bayside",419,NA,60,"2",408,100,439,"GAS","Bayside High School (Q495)","Combo",93,"Y",862,797,4,300,82,0,"2",55,60,0,2012,90,31988,"26",512,63,58,43,0,219,"Q158",72,5,"Brick",2,198,"93.34%",0,3,"0","NO",64,57,"5",6,"P.S. 031 Bayside (Q031)",216,"Y",859,650000
"3422",1450,NA,"220-55 46th Ave UNIT 4C, Bayside NY, 11361","http://www.mlsli.com/homes-for-sale/220-55-46th-Avenue-UNIT-4C-Bayside-NY-11361-90384752","Lakeside Towers","220-55 46th",NA,"Co-op",1361,"11361","Bayside",419,NA,62,"2",408,2329,439,"GAS","Bayside High School (Q495)","Combo",64,"N",862,797,4,328,82,0,"2",55,60,0,1961,90,31988,"26",138,63,58,41,0,219,"Q158",72,5,"Brick",2,198,"93.34%",0,3,"0","NO",64,57,"14",6,"P.S. 203 Oakland Gardens (Q203)",216,"N",859,500000
"3423",1454,NA,"43-12 214th Pl, Bayside NY, 11361","http://www.mlsli.com/homes-for-sale/43-12-214th-Pl-Bayside-NY-11361-185168638","Copper Tower","43-12 214th",NA,"Condo",795,"11361","Bayside",419,NA,60,"2",408,100,439,"GAS","Bayside High School (Q495)","Combo",93,"N",862,797,4,300,82,0,"2",55,60,0,2012,90,31988,"26",512,63,58,43,0,219,"Q158",72,5,"Brick",2,198,"93.34%",0,3,"0","NO",64,57,"5",6,"P.S. 031 Bayside (Q031)",216,"N",859,650000
"3424",1455,357,"220-55 46th Ave, Bayside NY, 11361","http://www.mlsli.com/homes-for-sale/219-46-64-Th-Ave-Bayside-NY-11364-187967385","E Line","220-55 46th",NA,"Condo",816,"11361","Bayside",419,308,62,"1",408,2329,439,"GAS","Bayside High School (Q495)","Combo",64,"N",862,797,4,268,82,0,"1",55,60,0,1983,90,31988,"26",375,63,58,41,0,219,"Q158",72,4,"Brick",1,198,"93.34%",0,3,"0","NO",64,57,"15",6,"P.S. 203 Oakland Gardens (Q203)",216,"Y",859,NA
"3425",1457,325,"201-17 35th Ave, Bayside NY, 11361","http://www.mlsli.com/homes-for-sale/147-26-Roosevelt-Avenue-Flushing-NY-11354-192663562","Sd","201-17 35th",NA,"Condo",1010,"11361","Bayside",419,275,75,"1",408,2329,439,"OIL","Bayside High School (Q495)","Combo",86,"Y",862,797,4,204,82,0,"2",55,60,0,1987,90,34371,"25",396,63,58,43,0,219,"Q025",72,5,"Brick",1,198,"91.90%",0,3,"1","YES",64,57,"2",6,"P.S. 159 (Q159)",216,"Y",859,NA
"3426",1560,NA,"249-32 60th Ave, Little Neck NY, 11362","","C","249-32 60th Ave",NA,"Co-op",845,"11362","Little Neck",419,NA,0,"1",408,3554,439,"OIL","Benjamin N. Cardozo High School (Q415)","Combo",79,"N",862,797,4,0,82,0,"2",55,60,0,1950,90,31988,"26",459,63,58,30,0,219,"Q067",72,5,"Brick",2,198,"93.34%",0,3,"0","NO",64,57,"2",6,"P.S. 221 The North Hills School (Q221)",216,"Y",859,255000
"3427",1562,NA,"246-71 57th Dr, Douglaston NY, 11362","","B-2","246-71 57th Dr",NA,"Co-op",904,"11362","Douglaston",419,NA,0,"1",408,3554,439,"OIL","Benjamin N. Cardozo High School (Q415)","Combo",75,"N",862,797,4,250,82,0,"2",55,60,0,1953,90,31988,"26",382,63,58,35,0,219,"Q067",72,4,"Brick",2,198,"93.34%",0,3,"0","NO",64,57,"2",6,"P.S. 221 The North Hills School (Q221)",216,"Y",859,255000
"3428",1607,NA,"58-45 251st St, Little Neck NY, 11362","","5B","58-45 251st St",NA,"Co-op",824,"11362","Little Neck",419,NA,0,"1",408,3554,439,"OIL","Benjamin N. Cardozo High School (Q415)","Combo",69,"N",862,797,4,0,82,0,"2",55,60,0,1950,90,31988,"26",386,63,58,40,0,219,"Q067",72,5,"Brick",2,198,"93.34%",0,3,"0","NO",64,57,"2",6,"P.S. 221 The North Hills School (Q221)",216,"Y",859,300000
"3429",1627,NA,"240-36 70th Ave, Douglaston NY, 11362","","High Point","240-36 70th Ave",NA,"Condo",798,"11362","Douglaston",419,NA,42,"2",408,2636,439,"GAS","Benjamin N. Cardozo High School (Q415)","Combo",23,"Y",862,797,4,530,82,0,"3",55,60,0,1988,90,31988,"26",152,63,58,36,0,219,"Q067",72,6,"Brick",3,198,"93.34%",0,3,"0","NO",64,57,"3",6,"P.S. 221 The North Hills School (Q221)",216,"Y",859,525000
"3430",1630,NA,"63-11 Douglaston Pky, Douglaston, NY 11362","","Lr 3","63-11 Douglaston Pky",NA,"Condo",798,"11362","Douglaston",419,NA,0,"2",408,4200,439,"GAS","Benjamin N. Cardozo High School (Q415)","Combo",65,"N",862,797,4,324,82,0,"3",55,60,0,1971,90,31988,"26",189,63,58,36,0,219,"Q067",72,6,"Brick",3,198,"93.34%",0,3,"1","NO",64,57,"3",6,"P.S. 221 The North Hills School (Q221)",216,"N",859,687000
"3431",1675,381,"240-02 70th Ave, Douglaston NY, 11362","http://www.mlsli.com/homes-for-sale/83-33-Austin-Street-Kew-Gardens-NY-11415-195553723","Highpoint","240-02 70th",NA,"Co-op",798,"11362","Douglaston",419,589,42,"2",408,3200,439,"GAS","Benjamin N. Cardozo High School (Q415)","Combo",23,"Y",862,797,4,426,82,0,"3",55,60,0,1950,90,37009,"28",162,63,58,36,0,219,"Q067",72,6,"Brick",1,198,"91.70%",0,3,"0","NO",64,57,"3",6,"P.S. 221 The North Hills School (Q221)",216,"Y",859,NA
"3432",1676,380,"240-02 70th Ave, Douglaston NY, 11362","http://www.mlsli.com/homes-for-sale/139-15-83rd-Ave-Briarwood-NY-11435-171186714","Condo","240-02 70th",NA,"Co-op",798,"11362","Douglaston",419,450,42,"2",408,3158,439,"GAS","Benjamin N. Cardozo High School (Q415)","Combo",23,"Y",862,797,4,426,82,0,"3",55,60,0,1958,90,37009,"28",162,63,58,36,0,219,"Q067",72,6,"Brick",1,198,"91.70%",0,3,"0","NO",64,57,"2",6,"P.S. 221 The North Hills School (Q221)",216,"Y",859,NA
"3433",1685,382,"240-12 70th Ave, Douglaston NY, 11362","http://www.mlsli.com/homes-for-sale/69-45-108th-St-Forest-Hills-NY-11375-195098292","Townhouse","240-12 70th",NA,"Condo",798,"11362","Douglaston",419,586,42,"2",408,2765,439,"GAS","Benjamin N. Cardozo High School (Q415)","Combo",23,"Y",862,797,4,740,82,0,"3",55,60,0,1950,90,37009,"28",138,63,58,36,0,219,"Q067",72,5,"Brick",2,198,"91.70%",0,3,"0","NO",64,57,"3",6,"P.S. 221 The North Hills School (Q221)",216,"Y",859,NA
"3434",1708,NA,"42-30 Douglaston Pky, Douglaston NY, 11363","","L Line","42-30 Douglaston Pkwy",NA,"Co-op",855,"11363","Douglaston",419,NA,100,"1",408,5700,439,"GAS","Benjamin N. Cardozo High School (Q415)","Combo",68,"N",862,797,4,619,82,0,"2",55,60,0,1960,90,31988,"26",459,63,58,55,0,219,"Q067",72,4,"Brick",2,198,"93.34%",0,3,"0","NO",64,57,"6",6,"P.S. 098 The Douglaston School (Q098)",216,"N",859,380000
"3435",1711,NA,"38-30 Douglaston Pky, Douglaston NY, 11363","","Manor","38-30 Douglaston Pky",NA,"Co-op",927,"11363","Douglaston",419,NA,89,"1",408,5700,439,"OIL","Benjamin N. Cardozo High School (Q415)","Combo",65,"Y",862,797,4,619,82,0,"2",55,60,0,1928,90,31988,"26",365,63,58,48,0,219,"Q067",72,5,"Brick",2,198,"93.34%",0,3,"0","NO",64,57,"4",6,"P.S. 098 The Douglaston School (Q098)",216,"Y",859,396000
"3436",1716,NA,"42-30 Douglaston Pky, Douglaston NY, 11363","http://www.mlsli.com/homes-for-sale/42-30-Douglaston-Pkwy-Douglaston-NY-11363-159735382","L Line","42-30 Douglaston",NA,"Co-op",855,"11363","Douglaston",419,NA,100,"1",408,5700,439,"GAS","Benjamin N. Cardozo High School (Q415)","Combo",68,"N",862,797,4,619,82,0,"2",55,60,0,1960,90,31988,"26",459,63,58,55,0,219,"Q067",72,4,"Brick",1,198,"93.34%",0,3,"0","NO",64,57,"6",6,"P.S. 098 The Douglaston School (Q098)",216,"N",859,380000
"3437",1735,NA,"212-06 69th Ave, Bayside NY, 11364","","Garden Apartment","212-06 69 Ave",NA,"Co-op",546,"11364","Bayside",419,NA,51,"1",408,2969,439,"GAS","Benjamin N. Cardozo High School (Q415)","Combo",63,"N",862,797,4,364,82,0,"1",55,60,0,1955,90,31988,"26",502,63,58,50,1,219,"Q074",72,3,"Brick",1,198,"93.34%",0,3,"0","NO",64,57,"2",6,"P.S. 205 Alexander Graham Bell (Q205)",216,"Y",859,155500
"3438",1739,NA,"211-16 69th Ave, Bayside NY, 11364","","Garden Apartment","211-16 69 Ave",NA,"Co-op",598,"11364","Bayside",419,NA,51,"1",408,2969,439,"GAS","Benjamin N. Cardozo High School (Q415)","Combo",63,"N",862,797,4,364,82,0,"1",55,60,0,1955,90,31988,"26",502,63,58,50,0,219,"Q074",72,3,"Brick",1,198,"93.34%",0,3,"0","NO",64,57,"2",6,"P.S. 205 Alexander Graham Bell (Q205)",216,"Y",859,160000
"3439",1740,NA,"211-16 69th Ave, Bayside NY, 11364","","Garden Apartment","211-14 69 Ave",NA,"Co-op",580,"11364","Bayside",419,NA,51,"1",408,2969,439,"GAS","Benjamin N. Cardozo High School (Q415)","Combo",63,"N",862,797,4,364,82,0,"1",55,60,0,1955,90,31988,"26",502,63,58,50,0,219,"Q074",72,3,"Brick",1,198,"93.34%",0,3,"0","NO",64,57,"2",6,"P.S. 205 Alexander Graham Bell (Q205)",216,"Y",859,161000
"3440",1741,NA,"69-45 213 St, Bayside NY, 11364","","Garden Apartment","69-45 213 St",NA,"Co-op",652,"11364","Bayside",419,NA,51,"1",408,2969,439,"GAS","Benjamin N. Cardozo High School (Q415)","Combo",68,"N",862,797,4,364,82,0,"1",55,60,0,1955,90,31988,"26",502,63,58,49,0,219,"Q074",72,3,"Brick",1,198,"93.34%",0,3,"0","NO",64,57,"2",6,"P.S. 205 Alexander Graham Bell (Q205)",216,"Y",859,162500
"3441",1742,NA,"73-51 Bell Blvd, Bayside NY, 11364","","A Line","73-51 Bell Blvd",NA,"Co-op",558,"11364","Bayside",419,NA,65,"1",408,2969,439,"GAS","Benjamin N. Cardozo High School (Q415)","Combo",73,"N",862,797,4,0,82,0,"1",55,60,0,1955,90,31988,"26",85,63,58,52,1,219,"Q074",72,3,"Brick",1,198,"93.34%",0,3,"0","NO",64,57,"6",6,"P.S. 205 Alexander Graham Bell (Q205)",216,"Y",859,165000
"3442",1747,NA,"214-12 69 Ave, Bayside NY, 11364","","Garden Apartment","214-12 69 Ave",NA,"Co-op",589,"11364","Bayside",419,NA,55,"1",408,3130,439,"GAS","Benjamin N. Cardozo High School (Q415)","Combo",68,"N",862,797,4,352,82,0,"1",55,60,0,1955,90,31988,"26",382,63,58,50,0,219,"Q074",72,3,"Brick",1,198,"93.34%",0,3,"0","NO",64,57,"2",6,"P.S. 205 Alexander Graham Bell (Q205)",216,"Y",859,165000
"3443",1749,NA,"212-04 73rd Ave, Bayside NY, 11364","","P","212-04 73rd Ave",NA,"Co-op",532,"11364","Bayside",419,NA,52,"1",408,2969,439,"OIL","Benjamin N. Cardozo High School (Q415)","Combo",62,"N",862,797,4,420,82,0,"1",55,60,0,1955,90,31988,"26",389,63,58,50,0,219,"Q074",72,4,"Brick",1,198,"93.34%",0,3,"0","NO",64,57,"6",6,"P.S. 205 Alexander Graham Bell (Q205)",216,"Y",859,165000
"3444",1750,NA,"211-10 73rd Ave, Bayside NY, 11364","","Hi-Rise","211-10 73 Ave",NA,"Co-op",525,"11364","Bayside",419,NA,52,"1",408,2969,439,"GAS","Benjamin N. Cardozo High School (Q415)","Combo",62,"N",862,797,4,420,82,0,"1",55,60,0,1955,90,31988,"26",389,63,58,50,3,219,"Q074",72,4,"Brick",1,198,"93.34%",0,3,"0","NO",64,57,"6",6,"P.S. 205 Alexander Graham Bell (Q205)",216,"Y",859,165000
"3445",1751,NA,"69-32 213th St, Bayside NY, 11364","","Garden Apartment","69-32 213 St",NA,"Co-op",596,"11364","Bayside",419,NA,51,"1",408,2969,439,"GAS","Benjamin N. Cardozo High School (Q415)","Combo",68,"N",862,797,4,364,82,0,"1",55,60,0,1955,90,31988,"26",502,63,58,50,0,219,"Q074",72,3,"Brick",1,198,"93.34%",0,3,"0","NO",64,57,"2",6,"P.S. 205 Alexander Graham Bell (Q205)",216,"Y",859,167000
"3446",1755,NA,"73-63 Bell Blvd, Bayside NY, 11364","","Hi Rise","73-63 Bell Blvd",NA,"Co-op",533,"11364","Bayside",419,NA,60,"1",408,2969,439,"GAS","Benjamin N. Cardozo High School (Q415)","Combo",73,"N",862,797,4,0,82,0,"1",55,60,0,1955,90,31988,"26",85,63,58,50,0,219,"Q074",72,3,"Brick",1,198,"93.34%",0,3,"0","NO",64,57,"6",6,"P.S. 205 Alexander Graham Bell (Q205)",216,"Y",859,170000
"3447",1767,NA,"73-45 210th St, Bayside NY, 11364","","Hi Rise","73-45 210th St",NA,"Co-op",560,"11364","Bayside",419,NA,65,"1",408,2969,439,"GAS","Benjamin N. Cardozo High School (Q415)","Combo",64,"N",862,797,4,364,82,0,"1",55,60,0,1955,90,31988,"26",502,63,58,50,0,219,"Q074",72,3,"Brick",1,198,"93.34%",0,3,"0","NO",64,57,"6",6,"P.S. 205 Alexander Graham Bell (Q205)",216,"Y",859,175000
"3448",1768,NA,"211-01 75th Ave, Bayside NY, 11364","","Hi Rise","211-01 75 Ave",NA,"Co-op",519,"11364","Bayside",419,NA,73,"1",408,415,439,"GAS","Benjamin N. Cardozo High School (Q415)","Combo",61,"N",862,797,4,0,82,0,"1",55,60,0,1955,90,31988,"26",382,63,58,50,2,219,"Q074",72,3,"Brick",1,198,"93.34%",0,3,"0","NO",64,57,"6",6,"P.S. 205 Alexander Graham Bell (Q205)",216,"Y",859,175000
"3449",1773,NA,"211-02 73rd Ave, Bayside NY, 11364","","Hi Rise","211-02 73 Ave",NA,"Co-op",612,"11364","Bayside",419,NA,52,"1",408,2969,439,"GAS","Benjamin N. Cardozo High School (Q415)","Combo",62,"N",862,797,4,420,82,0,"1",55,60,0,1955,90,31988,"26",389,63,58,50,1,219,"Q074",72,3,"Brick",1,198,"93.34%",0,3,"0","NO",64,57,"6",6,"P.S. 205 Alexander Graham Bell (Q205)",216,"Y",859,179000
"3450",1777,NA,"75-08 Bell Blvd, Bayside NY, 11364","","Hi Rise","75-08 Bell Blvd",NA,"Co-op",528,"11364","Bayside",419,NA,60,"1",408,2969,439,"GAS","Martin Van Buren High School (Q435)","Combo",76,"N",862,797,4,0,82,0,"1",55,60,0,1955,90,31988,"26",85,63,58,50,0,219,"Q074",72,3,"Brick",1,198,"93.34%",0,3,"0","NO",64,57,"6",6,"P.S. 205 Alexander Graham Bell (Q205)",216,"Y",859,182000
"3451",1781,NA,"224-16 Kingsbury Ave, Bayside NY, 11364","","Garden Apartment","224-16 Kingsbury Ave",NA,"Co-op",625,"11364","Bayside",419,NA,0,"1",408,2969,439,"GAS","Martin Van Buren High School (Q435)","Combo",60,"Y",862,797,4,364,82,0,"1",55,60,0,1955,90,31988,"26",348,63,58,50,0,219,"Q172",72,3,"Brick",1,198,"93.34%",0,3,"0","NO",64,57,"2",6,"P.S. 188 Kingsbury (Q188)",216,"Y",859,185000
"3452",1783,NA,"229-14 Kingsbury Ave, Bayside NY, 11364","","Garden","229-14 Kingsbury Ave",NA,"Co-op",655,"11364","Bayside",419,NA,0,"1",408,2969,439,"GAS","Martin Van Buren High School (Q435)","Combo",60,"Y",862,797,4,364,82,0,"1",55,60,0,1955,90,31988,"26",348,63,58,50,0,219,"Q172",72,3,"Brick",1,198,"93.34%",0,3,"0","NO",64,57,"2",6,"P.S. 188 Kingsbury (Q188)",216,"Y",859,186000
"3453",1786,NA,"226-48 Kingsbury Ave, Bayside NY, 11364","","Co-Op","226-48 Kingsbury Ave",NA,"Co-op",625,"11364","Bayside",419,NA,0,"1",408,2969,439,"GAS","Martin Van Buren High School (Q435)","Combo",60,"Y",862,797,4,364,82,0,"1",55,60,0,1955,90,31988,"26",348,63,58,50,0,219,"Q172",72,3,"Brick",1,198,"93.34%",0,3,"0","NO",64,57,"2",6,"P.S. 188 Kingsbury (Q188)",216,"Y",859,189000
"3454",1788,NA,"212-08 75th Ave, Bayside NY, 11364","","Hi Rise","212-08 75 Ave",NA,"Co-op",553,"11364","Bayside",419,NA,47,"1",408,415,439,"GAS","Martin Van Buren High School (Q435)","Combo",61,"Y",862,797,4,265,82,0,"1",55,60,0,1955,90,31988,"26",411,63,58,50,0,219,"Q074",72,3,"Brick",1,198,"93.34%",0,3,"0","NO",64,57,"6",6,"P.S. 205 Alexander Graham Bell (Q205)",216,"Y",859,190000
"3455",1790,NA,"211-02 75th Ave, Bayside NY, 11364","","Hi-Rise","211-02 75 Ave",NA,"Co-op",630,"11364","Bayside",419,NA,47,"1",408,415,439,"GAS","Martin Van Buren High School (Q435)","Combo",61,"Y",862,797,4,265,82,0,"1",55,60,0,1955,90,31988,"26",411,63,58,50,0,219,"Q074",72,3,"Brick",1,198,"93.34%",0,3,"0","NO",64,57,"6",6,"P.S. 205 Alexander Graham Bell (Q205)",216,"Y",859,193000
"3456",1803,NA,"61-25 224 St, Bayside NY, 11364","","Garden Apartment","61-25 224 St",NA,"Co-op",833,"11364","Bayside",419,NA,80,"1",408,2969,439,"GAS","Benjamin N. Cardozo High School (Q415)","Combo",75,"N",862,797,4,364,82,0,"2",55,60,0,1955,90,31988,"26",421,63,58,49,0,219,"Q074",72,5,"Brick",2,198,"93.34%",0,3,"0","NO",64,57,"2",6,"P.S. 213 The Carl Ullman School (Q213)",216,"Y",859,210000
"3457",1811,NA,"73-88 Springfield Blvd, Bayside NY, 11364","","Garden Apartment","73-88 Springfield Blvd",NA,"Co-op",632,"11364","Bayside",419,NA,17,"1",408,2969,439,"GAS","Benjamin N. Cardozo High School (Q415)","Combo",68,"Y",862,797,4,364,82,0,"2",55,60,0,1955,90,31988,"26",318,63,58,50,0,219,"Q074",72,4,"Brick",2,198,"93.34%",0,3,"0","NO",64,57,"2",6,"P.S. 205 Alexander Graham Bell (Q205)",216,"Y",859,218000
"3458",1836,NA,"215-37 48th Ave, Bayside NY, 11364","","Garden Apartment","215-37 48 Ave",NA,"Co-op",830,"11364","Bayside",419,NA,51,"1",408,2969,439,"GAS","Benjamin N. Cardozo High School (Q415)","Combo",88,"N",862,797,4,364,82,0,"2",55,60,0,1950,90,31988,"26",502,63,58,52,0,219,"Q158",72,4,"Brick",2,198,"93.34%",0,3,"0","NO",64,57,"3",6,"P.S. 203 Oakland Gardens (Q203)",216,"Y",859,226000
"3459",1854,NA,"80-35 Springfield Blvd, Bayside, NY 11364","","Hi Rise","80-35 Springfield Blvd",NA,"Co-op",710,"11427","Bayside",419,NA,0,"1",408,2636,439,"GAS","Martin Van Buren High School (Q435)","Combo",72,"N",862,797,4,489,82,0,"2",55,60,0,1955,90,31988,"26",435,63,58,50,0,219,"Q172",72,4,"Brick",2,198,"93.34%",0,3,"0","NO",64,57,"6",6,"P.S. 188 Kingsbury (Q188)",216,"Y",859,239000
"3460",1890,NA,"226-43 Kingsbury Ave, Bayside NY, 11364","","Garden","226-43 Kingsbury Ave",NA,"Co-op",814,"11364","Bayside",419,NA,0,"1",408,2969,439,"GAS","Martin Van Buren High School (Q435)","Combo",60,"Y",862,797,4,364,82,0,"2",55,60,0,1955,90,31988,"26",348,63,58,50,0,219,"Q074",72,5,"Brick",2,198,"93.34%",0,3,"0","NO",64,57,"2",6,"P.S. 188 Kingsbury (Q188)",216,"Y",859,279000
"3461",1892,NA,"Bayside NY, 11364","","Estate At Bayside","Address Not available",NA,"Co-op",937,"11364","Bayside",419,NA,99,"1",408,2969,439,"OIL","Benjamin N. Cardozo High School (Q415)","Combo",74,"Y",862,797,4,424,82,0,"2",55,60,0,1950,90,31988,"26",502,63,58,45,0,219,"Q074",72,5,"Brick",2,198,"93.34%",0,3,"0","NO",64,57,"2",6,"P.S. 205 Alexander Graham Bell (Q205)",216,"Y",859,280000
"3462",1910,NA,"226-26 Union Tpke, Bayside NY, 11364","","Cambridge Hall","226-26 Union Tpk",NA,"Co-op",1000,"11364","Bayside",419,NA,0,"2",408,2969,439,"GAS","Martin Van Buren High School (Q435)","Combo",59,"N",862,797,4,364,82,0,"2",55,60,0,1950,90,31988,"26",164,63,58,48,0,219,"Q172",72,6,"Brick",2,198,"93.34%",0,3,"0","NO",64,57,"6",6,"P.S. 188 Kingsbury (Q188)",216,"Y",859,347000
"3463",1911,NA,"226-26 Union Tpke, Bayside NY, 11364","","2 Bed/2 Bath W Balc>","226-26 Union Tpke",NA,"Co-op",1023,"11364","Bayside",419,NA,0,"2",408,2969,439,"GAS","Martin Van Buren High School (Q435)","Combo",59,"Y",862,797,4,364,82,0,"2",55,60,0,1956,90,31988,"26",50,63,58,50,0,219,"Q172",72,5,"Brick",2,198,"93.34%",0,3,"0","NO",64,57,"6",6,"P.S. 188 Kingsbury (Q188)",216,"Y",859,350000
"3464",1935,NA,"64-19 219th St, Bayside NY, 11364","","3 Bedrooms, 2 Baths","64-19 219 St",NA,"Condo",692,"11364","Bayside",419,NA,51,"2",408,3200,439,"GAS","Benjamin N. Cardozo High School (Q415)","Combo",68,"Y",862,797,4,290,82,0,"3",55,60,0,1983,90,31988,"26",19,63,58,49,1,219,"Q074",72,6,"Brick",3,198,"93.34%",0,3,"0","NO",64,57,"3",6,"P.S. 046 Alley Pond (Q046)",216,"Y",859,635000
"3465",1943,NA,"212-06 69th Ave, Bayside NY, 11364","http://www.mlsli.com/homes-for-sale/212-06-69-Ave-Bayside-NY-11364-149533176","Garden Apartment","212-06 69",NA,"Co-op",546,"11364","Bayside",419,NA,51,"1",408,2969,439,"GAS","Benjamin N. Cardozo High School (Q415)","Combo",63,"N",862,797,4,364,82,0,"1",55,60,0,1955,90,31988,"26",502,63,58,50,1,219,"Q074",72,3,"Brick",1,198,"93.34%",0,3,"0","NO",64,57,"2",6,"P.S. 205 Alexander Graham Bell (Q205)",216,"Y",859,155500
"3466",1954,NA,"215-37 48th Ave, Bayside NY, 11364","http://www.mlsli.com/homes-for-sale/215-37-48-Ave-Bayside-NY-11364-182863415","Garden Apartment","215-37 48",NA,"Co-op",830,"11364","Bayside",419,NA,51,"1",408,2969,439,"GAS","Benjamin N. Cardozo High School (Q415)","Combo",88,"N",862,797,4,364,82,0,"2",55,60,0,1950,90,31988,"26",502,63,58,52,0,219,"Q158",72,4,"Brick",2,198,"93.34%",0,3,"0","NO",64,57,"3",6,"P.S. 203 Oakland Gardens (Q203)",216,"Y",859,226000
"3467",1961,NA,"226-26 Union Tpke, Bayside NY, 11364","http://www.mlsli.com/homes-for-sale/226-26-Union-Tpke-Bayside-NY-11364-155079892","2 Bed/2 Bath W Balc","226-26 Union",NA,"Co-op",1023,"11364","Bayside",419,NA,0,"2",408,2969,439,"GAS","Martin Van Buren High School (Q435)","Combo",59,"Y",862,797,4,364,82,0,"2",55,60,0,1956,90,11833,"23",167,63,58,50,0,219,"Q172",72,5,"Brick",1,198,"86.98%",0,3,"0","NO",64,57,"6",6,"P.S. 188 Kingsbury (Q188)",216,"Y",859,350000
"3468",1970,691,"69-29 210th St, Bayside NY, 11364","http://www.mlsli.com/homes-for-sale/68-61-Yellowstone-Blvd-Forest-Hills-NY-11375-188596094","Garden Apartment","69-29 210th",NA,"Co-op",578,"11364","Bayside",419,174,65,"1",408,2969,439,"GAS","Benjamin N. Cardozo High School (Q415)","Combo",64,"N",862,797,4,364,82,0,"1",55,60,0,1956,90,37009,"28",502,63,58,50,0,219,"Q074",72,3,"Brick",1,198,"91.70%",0,3,"0","NO",64,57,"2",6,"P.S. 205 Alexander Graham Bell (Q205)",216,"N",859,NA
"3469",1981,350,"216-73 68 Ave, Bayside NY, 11364","http://www.mlsli.com/homes-for-sale/70-25-Yellowstone-Blvd-Forest-Hills-NY-11375-194329617","Bell Park Gardens","216-73 68",NA,"Co-op",463,"11364","Bayside",419,245,51,"1",408,2969,439,"GAS","Benjamin N. Cardozo High School (Q415)","Combo",76,"N",862,797,4,364,82,0,"2",55,60,0,1964,90,37009,"28",502,63,58,49,0,219,"Q074",72,5,"Brick",1,198,"91.70%",0,3,"0","NO",64,57,"2",6,"P.S. 046 Alley Pond (Q046)",216,"Y",859,NA
"3470",1988,922,"Bayside NY, 11364","http://www.mlsli.com/homes-for-sale/31-18-Union-St-Flushing-NY-11354-195124231","Bayside Estate"," ",NA,"Condo",995,"11364","Bayside",419,295,60,"1",408,2969,439,"GAS","Benjamin N. Cardozo High School (Q415)","Combo",80,"N",862,797,4,289,82,0,"3",55,60,0,2007,90,34371,"25",502,63,58,47,0,219,"Q074",72,5,"Brick",2,198,"91.90%",0,3,"0","NO",64,57,"2",6,"P.S. 205 Alexander Graham Bell (Q205)",216,"Y",859,NA
"3471",1994,NA,"163-08 71st Ave, Fresh Meadows NY, 11365","","P","163-08 71st Ave",NA,"Condo",350,"11365","Fresh Meadows",419,NA,67,"2",408,4085,439,"GAS","Francis Lewis High School (Q430)","Combo",78,"Y",862,797,4,350,82,0,"3",55,60,0,1982,90,34371,"25",486,63,58,50,0,219,"Q250",72,7,"Bricks",3,198,"91.90%",0,3,"0","NO",64,57,"2",6,"P.S. 154 Queens (Q154)",216,"Y",859,553000
